timedelta_ms,Xacc,Yacc,Zacc
29920,6.713342,-7.460332,-0.344765
29940,7.048530,-4.999093,1.742979
29960,10.563218,-1.072602,3.332729
29980,8.465898,-3.256114,2.595315
30000,7.182605,-4.654328,1.168370
30020,7.297527,-4.290410,1.235408
30040,7.450756,-4.137180,1.417367
30060,7.086837,-4.271256,2.068590
30080,6.895301,-5.114015,2.604892
30100,7.536947,-5.286397,2.480393
30121,8.025364,-4.932055,1.944092
30141,8.322245,-4.568137,1.474828
30161,8.714894,-4.031836,1.187524
30181,8.667010,-3.524265,1.082179
30201,8.101978,-3.878607,0.622492
30221,7.872135,-4.386178,0.124498
30241,8.149862,-4.414908,0.507571
30261,8.322245,-4.347870,0.976834
30281,8.542512,-4.357447,1.091756
30301,8.532935,-4.711789,0.852336
30321,8.130709,-5.477933,0.909797
30341,7.412448,-6.339846,1.714248
30361,7.546524,-6.186617,2.806004
30381,7.680599,-5.401319,3.715801
30401,8.207323,-6.186617,3.715801
30421,8.599973,-8.485051,2.738967
30441,9.471462,-8.379706,3.303998
30461,8.331821,-6.809110,3.859453
30481,7.326257,-4.414908,4.702212
30501,8.370130,-2.949656,2.489970
30521,9.088389,-3.629610,0.679953
30541,10.400413,-4.673482,-1.082179
30561,11.884817,-4.683059,-0.881066
30581,11.913548,-4.759673,-0.162806
30601,10.553641,-5.535394,0.325611
30621,7.460332,-5.640739,1.321599
30641,5.477933,-6.042965,3.045424
30661,3.428497,-7.479486,3.744531
30681,5.056554,-5.401319,5.315128
30701,6.904878,-4.108450,3.533842
30721,19.603724,-17.075447,-10.601525
30741,8.312668,-2.509123,2.528277
30761,6.933608,-4.070143,1.244985
30781,7.872135,-3.505111,1.053449
30801,8.178593,-3.380613,0.785298
30821,7.029376,-3.581726,2.145205
30841,6.483498,-3.926491,2.662352
30861,7.077260,-3.658340,2.671929
30881,6.799533,-3.447650,3.198653
30901,6.962338,-3.706224,2.078167
30921,6.952762,-4.070143,2.815581
30941,7.335834,-5.966351,6.627151
30961,5.717354,-6.847417,7.220912
30981,6.809110,-7.374141,6.071695
31001,6.895301,-7.709330,5.688623
31031,5.430049,-8.264784,6.828263
31051,3.667917,-8.456321,5.861006
31071,6.033388,-9.117120,2.375048
31091,12.938266,-11.923124,2.039860
31111,17.985243,1.742979,1.541866
31131,14.920665,6.675035,3.150769
31151,6.588843,-3.275268,1.771709
31171,3.524265,-8.858546,-0.402226
31191,3.926491,-6.952762,-0.153229
31211,10.017340,-2.700660,1.350330
31231,11.511322,-0.459687,3.284845
31251,7.163452,-3.093309,0.277727
31271,4.855441,-7.268796,0.670376
31291,2.700660,-9.193734,-0.411803
31311,5.956774,-5.161899,4.070143
31331,8.916007,-2.873042,4.328717
31351,7.814674,-3.284845,1.139640
31371,7.211336,-4.865018,-0.258574
31391,7.632715,-4.299986,0.890643
31411,7.891289,-3.485958,1.685518
31431,7.795521,-3.706224,1.436521
31451,7.450756,-4.759673,1.379060
31471,7.498640,-5.037400,1.723825
31491,7.393295,-4.520253,1.733402
31511,7.508216,-4.299986,0.794875
31531,8.322245,-4.357447,0.296881
31551,8.667010,-4.232949,0.028730
31571,8.398860,-4.386178,-0.134075
31591,8.686164,-4.491522,0.383072
31611,9.097966,-5.161899,0.679953
31631,8.590396,-5.803545,0.718261
31651,7.086837,-6.493075,1.369483
31671,6.157887,-6.914454,2.624045
31691,6.253655,-8.236053,2.442086
31711,7.862558,-9.174581,4.022259
31731,9.385271,-7.450756,4.022259
31751,10.017340,-4.079720,3.859453
31771,11.281479,-1.934515,2.221819
31791,9.366117,-0.995988,0.976834
31811,10.591949,-1.656788,-0.076614
31831,11.032481,-3.361459,-1.446098
31851,11.769896,-3.945644,0.210690
31871,10.745177,-3.773262,1.877054
31891,8.829816,-4.271256,4.299986
31911,7.345411,-4.596867,5.334281
31931,6.981492,-4.635174,4.204218
31951,5.640739,-4.855441,3.399766
31971,5.592855,-3.993528,2.336741
31991,6.579266,-3.332729,1.675941
32011,14.135366,-2.547431,-10.917560
32031,6.876147,-1.857901,3.371036
32051,6.780379,-1.819593,2.308010
32071,7.010222,-2.432509,1.704672
32091,6.751649,-3.706224,1.561020
32111,5.774815,-4.060566,1.599327
32131,6.387730,-4.721366,1.733402
32151,8.599973,-4.367024,5.334281
32171,7.508216,-5.688623,7.833828
32191,6.914454,-6.224925,7.565677
32211,-11.310209,-9.873688,2.231396
32231,6.397307,-6.933608,6.426037
32251,6.885724,-7.402872,6.387730
32271,-1.810017,-8.236053,5.497087
32291,5.085284,-7.536947,8.073248
32311,7.479486,-9.433155,3.265691
32331,11.932701,-6.512228,2.049437
32351,15.715540,1.647211,-1.292869
32371,15.658079,5.228937,2.930503
32391,14.202404,-3.150769,-4.089296
32411,5.238513,-10.524911,0.699107
32431,2.911349,-8.714894,-0.268151
32451,7.948750,-4.175488,0.220267
32471,8.446744,-1.618480,0.430956
32491,10.400413,-2.011129,1.465251
32511,6.550536,-6.751649,1.513135
32536,6.014235,-6.291962,1.685518
32556,6.924031,-4.501099,1.742979
32576,7.642292,-2.825158,2.068590
32596,8.370130,-2.767697,1.101333
32616,8.398860,-4.070143,-0.900220
32636,8.092402,-4.242526,-0.287304
32656,7.345411,-5.008670,0.842759
32676,6.320693,-5.353435,2.183512
32696,7.297527,-5.631162,1.877054
32716,7.115568,-4.941632,1.972822
32736,8.169016,-4.223372,1.225831
32756,8.916007,-3.955221,0.660800
32776,8.916007,-4.060566,0.871489
32796,8.274361,-4.750096,1.063026
32816,7.479486,-5.410896,0.986411
32836,7.211336,-5.832275,0.928950
32856,7.546524,-5.315128,0.478840
32876,8.360553,-6.435614,1.369483
32896,8.485051,-6.732495,3.438074
32916,7.220912,-6.665458,3.811569
32936,6.895301,-6.742072,2.968810
32956,7.048530,-7.201759,1.599327
32976,10.065224,-8.331821,3.821146
32996,9.931149,-6.291962,4.242526
33016,8.082825,-5.468357,3.993528
33036,11.817780,-5.439626,2.882619
33056,7.048530,-2.652776,3.102885
33076,9.385271,-3.763685,0.699107
33096,11.578360,-3.275268,-0.172383
33116,12.057199,-3.639187,-0.258574
33136,10.448297,-4.702212,1.110910
33156,9.011775,-5.841852,2.758120
33176,8.638280,-5.142745,4.204218
33196,7.000646,-5.075707,4.395754
33216,5.784391,-5.056554,4.242526
33236,5.161899,-4.242526,3.457227
33256,5.602432,4.271256,-1.321599
33276,6.129156,-2.087744,3.217807
33296,6.033388,-3.246537,2.729390
33316,6.962338,-2.566584,2.432509
33336,7.364564,-2.729390,1.379060
33356,6.809110,-2.834735,0.718261
33376,6.004658,-3.189077,0.871489
33396,5.803545,-3.734955,1.656788
33416,6.512228,-4.299986,1.886631
33436,7.948750,-5.334281,4.261679
33456,8.427590,-4.807557,9.069236
33476,19.603724,-0.076614,19.603724
33496,8.197746,-5.372589,8.130709
33516,5.516241,-7.556100,6.253655
33536,7.469909,-7.766790,5.008670
33556,10.103531,-6.837840,7.422025
33576,7.029376,-6.359000,7.345411
33596,8.667010,-10.544065,4.481946
33616,10.544065,-4.022259,1.426944
33636,12.478580,1.503559,1.599327
33656,10.132261,1.034295,1.944092
33676,6.224925,-4.941632,1.666364
33696,3.926491,-6.196194,0.536301
33716,7.489063,-4.510676,-1.091756
33736,10.141838,-2.106898,0.756568
33756,8.475474,-2.394202,2.528277
33776,7.833828,-5.286397,1.810017
33796,4.778827,-8.169016,1.063026
33816,5.161899,-6.837840,1.264138
33836,5.966351,-5.353435,2.049437
33856,8.092402,-3.639187,3.591303
33876,7.517793,-3.677494,1.896208
33896,8.015787,-3.821146,0.057461
33916,8.034941,-3.878607,0.363919
33936,7.977480,-3.936068,1.063026
33956,7.278373,-4.673482,1.493982
33976,6.924031,-5.209783,1.924938
33996,6.320693,-5.420473,2.030283
34016,6.560112,-4.999093,1.982399
34036,7.278373,-4.252102,1.407791
34056,8.130709,-4.079720,0.517148
34076,8.475474,-4.319140,-0.028730
34096,8.379706,-4.721366,-0.057461
34116,8.781932,-5.104438,0.172383
34136,9.318233,-5.257667,0.766145
34156,9.404425,-5.975927,1.340753
34176,9.117120,-5.564125,1.244985
34196,8.398860,-5.707777,1.455675
34216,7.920019,-6.560112,2.691083
34236,7.402872,-7.201759,3.552995
34256,6.426037,-7.354988,2.480393
34276,7.872135,-8.264784,3.332729
34296,8.839393,-6.617573,3.620033
34316,8.092402,-4.874595,3.284845
34336,7.297527,-3.811569,3.792415
34356,7.345411,-2.987964,2.758120
34376,8.475474,-3.734955,0.948104
34396,10.496181,-4.127604,0.114922
34416,11.626244,-4.156334,-0.028730
34436,10.419566,-4.347870,0.881066
34456,9.050082,-4.568137,1.781286
34476,8.638280,-4.424485,2.355895
34496,7.958326,-4.912902,3.275268
34516,6.138733,-4.970363,4.003105
34536,6.119579,-4.644751,3.323152
34556,6.675035,-3.610456,2.624045
34576,-17.812860,0.038307,0.804452
34596,6.904878,-3.141193,2.183512
34616,6.607996,-3.658340,2.231396
34636,6.856994,-3.572149,2.087744
34656,6.234501,-3.926491,1.436521
34676,5.985504,-4.041412,1.953669
34696,6.100426,-4.271256,2.719813
34716,6.655881,-4.453215,3.687071
34736,6.732495,-3.897760,3.189077
34756,7.412448,-3.629610,1.867477
34776,8.552089,-3.706224,6.895301
34796,8.686164,-5.803545,4.031836
34816,7.010222,-6.636727,5.841852
34836,7.249643,-7.872135,5.956774
34856,7.067683,-8.571242,6.521805
34876,6.004658,-8.571242,7.431602
34896,7.268796,-12.852075,3.189077
34916,11.999739,-8.609550,3.754108
34936,14.441825,0.641646,2.097321
34956,11.894394,3.227384,1.733402
34976,7.977480,-1.752556,1.398214
34996,5.248090,-5.736507,0.900220
35016,5.506664,-4.960786,0.095768
35036,7.929596,-3.830723,0.172383
35056,10.477027,-2.116474,2.135628
35076,19.603724,1.915361,0.517148
35096,4.845864,-8.236053,4.079720
35116,3.275268,-8.245630,2.547431
35136,5.726931,-5.401319,1.264138
35156,8.197746,-4.204218,3.064578
35176,7.862558,-2.940080,1.848324
35196,7.019799,-4.606444,0.785298
35216,7.517793,-4.462792,0.325611
35236,7.623138,-3.792415,0.871489
35256,8.006210,-3.878607,1.264138
35276,7.431602,-4.683059,1.388637
35296,7.479486,-4.893748,1.561020
35316,7.623138,-4.893748,1.618480
35336,8.255207,-4.185065,1.283292
35356,8.657434,-3.725378,0.622492
35376,8.983045,-4.060566,0.038307
35396,9.385271,-4.156334,-0.047884
35416,9.174581,-4.290410,0.344765
35436,8.858546,-5.075707,0.536301
35456,8.532935,-5.564125,0.593762
35476,7.671022,-5.803545,1.292869
35496,7.402872,-5.966351,1.599327
35516,7.058106,-5.985504,1.982399
35536,6.962338,-6.311116,2.403779
35556,6.598420,-7.460332,1.532289
35576,9.088389,-8.169016,2.987964
35596,10.448297,-6.023811,3.773262
35616,9.327810,-5.161899,3.409343
35636,8.121132,-3.438074,4.079720
35656,7.680599,-2.940080,2.126051
35676,8.868123,-3.399766,0.325611
35696,11.252748,-4.414908,-0.842759
35716,12.239159,-4.299986,-0.900220
35736,11.453861,-4.223372,0.287304
35756,8.772355,-5.094861,1.896208
35776,7.920019,-5.363012,3.505111
35796,7.019799,-5.439626,4.702212
35816,7.479486,-4.989516,4.673482
35836,7.201759,-3.916914,2.537854
35856,7.307104,-3.428497,2.260126
35876,19.603724,-3.849876,16.175226
35896,7.163452,-1.982399,2.671929
35916,6.617573,-2.566584,2.145205
35936,6.885724,-2.604892,1.819593
35956,6.675035,-3.035848,0.804452
35976,6.560112,-3.466804,0.976834
35996,6.799533,-3.572149,1.762132
36016,7.086837,-3.897760,2.844312
36036,7.623138,-4.903325,3.639187
36056,9.155427,-5.640739,8.121132
36076,6.837840,-6.339846,8.513782
36096,15.188815,-5.793968,6.943185
36116,5.027823,-6.320693,5.382165
36136,7.469909,-6.023811,5.755661
36166,6.646304,-6.569689,4.644751
36186,8.695741,-7.862558,3.495534
36206,13.215993,-5.937620,3.936068
36226,13.053187,1.446098,2.260126
36246,11.003751,-0.890643,2.767697
36266,8.542512,-4.453215,1.810017
36286,3.936068,-5.698200,2.767697
36306,5.525817,-3.208230,-0.603339
36326,6.502652,-3.495534,-1.762132
36346,9.289502,-2.413355,1.139640
36366,8.590396,-3.869030,3.715801
36386,7.335834,-5.114015,3.198653
36406,4.587290,-8.341399,1.762132
36426,5.717354,-6.004658,1.091756
36446,8.619126,-2.949656,1.149217
36466,9.222465,-2.662352,0.679953
36486,8.025364,-4.079720,0.919373
36506,7.728483,-4.357447,1.695095
36526,7.785944,-4.175488,1.647211
36546,8.178593,-3.907337,1.781286
36566,7.364564,-4.740520,0.957681
36586,7.709330,-4.424485,1.762132
36606,7.632715,-4.319140,1.589750
36626,7.900866,-4.213795,1.283292
36646,7.996634,-4.127604,1.225831
36666,7.852982,-4.261679,1.244985
36686,7.747637,-4.309563,0.938527
36706,7.862558,-4.175488,0.344765
36726,8.130709,-4.232949,-0.411803
36746,8.370130,-4.137180,-0.421380
36766,8.293514,-4.558560,-0.019154
36786,8.475474,-5.008670,0.967257
36806,8.753201,-5.066131,1.991976
36826,8.312668,-5.746084,2.509123
36846,7.469909,-6.387730,2.451663
36866,6.924031,-6.464345,2.375048
36886,7.048530,-6.349423,3.390190
36906,7.603985,-6.694188,2.537854
36926,8.274361,-7.613562,1.810017
36946,9.366117,-5.525817,3.342306
36966,8.360553,-4.644751,4.213795
36986,7.833828,-3.600879,4.539406
37006,8.159439,-3.830723,1.695095
37026,10.381259,-5.889736,-0.651223
37046,11.616667,-5.343858,-1.570596
37066,13.215993,-4.788404,-0.919373
37086,11.051635,-4.443638,0.220267
37106,7.642292,-5.688623,1.177947
37126,6.818686,-5.018247,3.945644
37146,6.550536,-5.305551,4.999093
37166,5.755661,-5.420473,4.951209
37186,6.445191,-4.750096,3.371036
37206,7.134721,-3.687071,2.509123
37226,7.661446,-3.141193,2.030283
37246,8.255207,-2.940080,3.974375
37266,7.460332,-4.683059,1.637634
37286,7.479486,-4.807557,1.474828
37306,7.422025,-4.376601,1.350330
37326,7.287950,-4.098873,2.547431
37346,7.287950,-4.252102,4.242526
37366,7.211336,-4.587290,4.721366
37386,6.799533,-4.960786,4.213795
37406,6.933608,-4.912902,3.916914
37426,6.799533,-4.884171,5.295974
37446,5.181053,-5.966351,4.070143
37466,6.378153,-6.703765,3.926491
37486,6.789956,-6.761226,3.016694
37506,6.694188,-6.655881,3.907337
37526,5.918467,-7.307104,4.769250
37546,6.636727,-9.385271,3.725378
37566,11.540052,-7.259220,4.481946
37586,10.773908,-1.474828,3.332729
37606,8.149862,-2.604892,1.493982
37626,8.820239,-1.359907,2.681506
37646,9.002198,-3.859453,3.351882
37666,8.580819,-3.974375,1.790863
37686,8.054094,-4.367024,-0.162806
37706,7.718906,-4.280833,-0.086191
37726,7.929596,-4.635174,0.574608
37746,5.813122,-7.632715,0.938527
37766,5.535394,-7.833828,2.537854
37786,6.684611,-5.975927,2.442086
37806,8.954314,-3.351882,2.585738
37826,8.350976,-4.070143,1.963245
37846,8.992621,-4.817134,1.379060
37866,8.034941,-5.152322,1.082179
37886,7.805098,-4.462792,1.474828
37906,7.651869,-4.587290,1.465251
37926,8.006210,-4.683059,1.350330
37946,7.987057,-4.836287,1.541866
37966,7.728483,-4.893748,1.436521
37986,7.824251,-4.817134,1.388637
38006,8.101978,-4.328717,1.149217
38026,8.255207,-4.156334,0.814029
38046,8.331821,-4.395754,0.794875
38066,8.236053,-4.587290,0.995988
38086,8.485051,-4.204218,1.666364
38106,8.714894,-4.338294,1.628057
38126,8.714894,-4.616021,1.072602
38146,8.456321,-4.453215,0.957681
38166,8.379706,-4.319140,1.034295
38186,8.705317,-4.252102,0.670376
38206,8.810662,-4.606444,0.143652
38226,8.485051,-5.085284,0.000000
38246,8.485051,-5.679047,0.871489
38266,8.513782,-6.033388,1.675941
38286,8.207323,-5.698200,1.781286
38306,7.508216,-5.391742,1.063026
38326,7.038953,-6.100426,0.153229
38346,8.485051,-6.272809,0.277727
38366,9.165004,-5.535394,1.503559
38386,8.456321,-5.717354,2.059013
38406,8.216900,-5.726931,2.987964
38426,8.255207,-5.363012,3.495534
38446,7.709330,-4.979939,3.026271
38466,7.278373,-4.165911,2.384625
38486,6.378153,-4.223372,1.628057
38506,6.502652,-4.826711,0.785298
38531,9.691729,-6.253655,-0.143652
38551,12.966996,-4.989516,0.229843
38571,13.541605,-4.999093,0.670376
38591,10.888829,-5.343858,1.120486
38611,9.490616,-4.989516,1.120486
38631,9.069236,-3.888184,0.660800
38651,7.900866,-3.150769,0.756568
38671,6.904878,-4.491522,1.991976
38691,5.449203,-5.114015,2.997540
38711,7.402872,-3.600879,3.246537
38731,8.791509,-2.815581,4.635174
38751,5.966351,-7.230489,-0.986411
38771,7.862558,-4.357447,2.844312
38791,7.680599,-4.414908,1.771709
38811,7.287950,-3.897760,1.675941
38831,6.952762,-3.141193,2.116474
38851,6.818686,-3.016694,2.882619
38871,7.182605,-3.045424,3.332729
38891,7.287950,-3.323152,2.087744
38911,6.914454,-4.252102,2.250550
38931,7.498640,-4.204218,5.861006
38951,6.837840,-4.951209,5.401319
38971,7.048530,-5.343858,3.562572
38991,7.661446,-5.880159,4.587290
39011,7.249643,-6.521805,5.037400
39031,5.334281,-7.383718,5.228937
39051,5.631162,-6.359000,5.181053
39071,5.889736,-5.669470,4.434062
39091,6.933608,-5.123591,4.108450
39111,10.189722,-8.034941,4.443638
39131,10.879252,-4.817134,4.070143
39151,10.716447,-1.407791,2.422932
39174,8.925584,-1.197101,2.777274
39194,7.709330,-6.138733,2.422932
39214,5.937620,-5.286397,2.049437
39234,8.714894,-3.792415,1.685518
39254,12.085930,-0.871489,3.189077
39274,9.902418,-3.093309,2.231396
39294,5.506664,-7.441179,0.536301
39314,4.453215,-7.575254,-0.622492
39334,6.359000,-5.650316,0.900220
39354,7.958326,-3.821146,3.313575
39374,7.422025,-3.869030,3.543418
39394,7.536947,-4.807557,1.350330
39414,7.872135,-4.434062,0.335188
39434,7.967903,-4.012682,0.756568
39454,8.015787,-3.926491,1.034295
39474,8.034941,-4.491522,1.082179
39494,8.111555,-4.817134,1.350330
39514,7.987057,-4.548983,1.580173
39534,7.699753,-4.778827,1.465251
39554,7.556100,-4.692636,1.359907
39574,7.824251,-4.319140,1.331176
39594,8.149862,-4.118027,1.130063
39614,8.178593,-4.520253,0.699107
39634,7.977480,-4.769250,0.411803
39654,8.169016,-4.932055,0.392649
39674,8.456321,-5.343858,0.545878
39694,8.532935,-5.439626,0.766145
39714,8.887277,-5.861006,1.446098
39734,8.532935,-5.870583,1.838747
39754,7.038953,-5.822699,1.618480
39774,6.885724,-6.129156,1.254562
39794,7.469909,-5.928043,1.991976
39814,7.690176,-5.698200,1.647211
39834,8.820239,-7.546524,2.863465
39854,8.188169,-6.301539,3.744531
39874,6.272809,-5.832275,4.098873
39894,6.828263,-4.443638,4.261679
39914,7.738060,-3.141193,2.920926
39934,9.998186,-3.102885,1.340753
39954,12.018892,-3.122039,0.086191
39974,12.861651,-3.782839,0.201113
39994,12.105083,-4.663905,1.101333
40014,9.423578,-4.232949,3.236961
40034,9.423578,-4.232949,3.236961
40054,8.111555,-4.309563,4.146757
40074,6.435614,-4.673482,3.533842
40094,19.603724,6.033388,-8.169016
40114,5.449203,-3.466804,2.671929
40134,5.659893,-3.830723,2.748544
40154,6.732495,-3.524265,3.064578
40174,7.240066,-3.198653,2.844312
40194,6.828263,-3.303998,2.365471
40214,6.502652,-3.667917,2.403779
40234,6.598420,-4.204218,2.882619
40254,6.627151,-4.501099,3.102885
40274,6.646304,-3.983952,2.767697
40294,8.839393,-4.156334,6.167464
40314,6.454768,-5.487510,4.395754
40334,5.803545,-5.305551,6.933608
40354,5.956774,-5.248090,9.030929
40374,6.339846,-6.196194,4.673482
40394,6.675035,-6.627151,4.223372
40414,7.738060,-6.694188,5.248090
40434,7.776367,-6.042965,6.531382
40454,6.560112,-6.033388,6.742072
40474,6.665458,-7.220912,6.349423
40494,10.869676,-10.055647,4.223372
40514,11.166556,-4.347870,1.436521
40534,11.559206,0.114922,1.302446
40554,10.409989,0.593762,1.896208
40574,6.378153,-4.481946,1.628057
40594,4.855441,-5.353435,1.704672
40614,7.441179,-5.114015,0.335188
40634,9.586384,-3.064578,0.708684
40654,8.973468,-3.189077,2.403779
40674,7.824251,-4.405331,1.656788
40694,6.722919,-6.224925,-0.067038
40714,6.042965,-6.569689,0.105345
40734,6.512228,-5.133168,1.810017
40754,7.230489,-4.041412,3.227384
40774,7.699753,-4.338294,1.733402
40794,7.699753,-4.309563,0.517148
40814,7.738060,-4.481946,0.373495
40834,7.738060,-4.395754,1.149217
40854,7.326257,-4.788404,1.561020
40874,7.038953,-5.027823,1.896208
40894,7.029376,-5.410896,1.924938
40914,7.163452,-5.353435,1.934515
40934,7.536947,-4.912902,1.867477
40954,8.130709,-4.644751,1.513135
40974,8.657434,-4.501099,0.909797
40994,8.925584,-4.663905,0.488417
41014,8.781932,-4.951209,0.421380
41034,8.734048,-5.554548,0.737414
41054,8.437167,-5.544971,0.641646
41074,7.623138,-6.090849,0.928950
41094,7.556100,-6.569689,2.288857
41114,7.441179,-6.339846,2.173935
41134,7.086837,-5.784391,1.771709
41154,7.536947,-5.544971,1.465251
41174,8.092402,-5.209783,1.359907
41194,8.169016,-6.291962,2.145205
41214,9.165004,-6.828263,3.265691
41234,7.814674,-6.186617,3.859453
41254,6.521805,-5.755661,3.687071
41274,5.832275,-4.223372,3.303998
41294,7.814674,-2.652776,2.442086
41314,11.032481,-3.064578,1.312023
41334,13.637373,-2.480393,1.120486
41354,12.085930,-3.629610,1.101333
41374,10.151415,-4.740520,2.509123
41394,8.418014,-4.759673,4.644751
41414,7.671022,-4.443638,5.248090
41434,6.847417,-4.185065,4.146757
41454,6.876147,-3.332729,2.825158
41474,6.809110,-3.102885,2.825158
41494,6.799533,-3.016694,1.733402
41514,6.081272,-4.261679,2.422932
41536,6.253655,-3.773262,2.164358
41556,6.981492,-2.777274,2.097321
41576,6.234501,-2.269703,0.737414
41596,6.665458,-2.413355,1.570596
41616,6.224925,-4.050989,2.681506
41636,6.215348,-4.999093,3.677494
41656,6.914454,-5.094861,4.242526
41676,7.441179,-5.190629,6.100426
41696,8.475474,-4.472369,9.835381
41716,5.602432,-6.157887,7.795521
41736,6.780379,-6.052542,5.918467
41756,7.335834,-5.765238,3.974375
41776,8.657434,-5.487510,5.324705
41796,7.651869,-6.052542,7.632715
41816,5.765238,-6.694188,7.326257
41836,6.962338,-8.925584,6.177041
41856,11.022904,-8.140285,4.616021
41876,11.099519,-2.863465,0.727837
41896,11.051635,0.775721,1.417367
41916,9.864111,-1.063026,1.886631
41936,6.694188,-5.650316,2.576161
41956,5.592855,-4.845864,2.576161
41976,6.732495,-4.788404,-2.336741
41996,8.044518,-3.677494,-0.651223
42016,8.197746,-2.480393,0.335188
42036,7.469909,-4.472369,1.848324
42056,6.933608,-6.713342,1.972822
42076,5.286397,-7.661446,1.493982
42096,5.621585,-5.899313,2.729390
42116,7.067683,-4.060566,3.131616
42136,8.226477,-3.715801,1.723825
42156,8.178593,-3.964798,0.593762
42187,7.690176,-3.572149,1.197101
42207,8.063671,-3.658340,1.388637
42227,7.642292,-4.127604,1.666364
42247,7.498640,-4.625597,1.417367
42267,7.354988,-4.740520,2.001553
42287,7.489063,-4.951209,1.704672
42307,7.450756,-4.673482,1.388637
42327,8.025364,-4.654328,1.695095
42347,8.695741,-4.405331,1.685518
42367,8.820239,-4.558560,1.091756
42387,8.772355,-4.960786,0.574608
42407,8.753201,-5.018247,0.545878
42427,8.264784,-5.027823,0.047884
42447,8.025364,-5.851429,1.197101
42467,7.738060,-6.359000,2.269703
42487,7.326257,-6.023811,2.633622
42507,7.249643,-5.688623,2.049437
42527,8.015787,-5.813122,2.212242
42547,8.255207,-6.454768,2.557007
42567,7.326257,-8.398860,2.470816
42587,9.356541,-6.205771,4.232949
42607,7.833828,-5.803545,4.213795
42627,6.493075,-4.644751,4.817134
42647,6.789956,-3.256114,2.940080
42667,9.548077,-4.012682,1.024718
42687,12.200851,-3.878607,-0.172383
42707,12.258312,-4.663905,-0.335188
42727,11.540052,-5.066131,0.210690
42747,9.270349,-4.941632,0.440533
42767,8.073248,-5.659893,0.890643
42787,6.742072,-5.698200,4.089296
42807,6.588843,-5.046977,5.995081
42827,6.148310,-4.548983,5.238513
42847,6.818686,-4.395754,2.403779
42867,7.182605,-3.409343,0.814029
42887,11.846510,-2.451663,4.204218
42907,6.933608,-3.390190,1.647211
42927,6.579266,-3.744531,1.819593
42947,6.742072,-3.725378,1.829170
42967,6.770802,-3.648763,2.039860
42987,6.904878,-3.687071,2.786851
43007,6.675035,-4.194642,3.763685
43035,6.665458,-4.108450,2.681506
43055,6.646304,-4.539406,1.762132
43075,7.833828,-4.903325,4.769250
43095,6.809110,-6.914454,7.536947
43115,10.907983,-7.671022,7.556100
43135,6.196194,-7.996634,5.726931
43155,6.397307,-7.910442,6.272809
43175,5.075707,-8.274361,6.962338
43195,9.509769,-14.738706,5.027823
43215,11.980585,-8.686164,4.616021
43235,13.493721,-0.325611,1.704672
43255,13.273455,4.577713,1.551443
43275,7.843405,-2.001553,-0.526724
43295,4.836287,-5.746084,-0.708684
43315,5.420473,-4.635174,-0.574608
43335,9.097966,-2.873042,0.536301
43355,10.754754,-1.589750,2.193089
43375,9.155427,-4.194642,0.909797
43395,4.501099,-10.074800,2.566584
43415,3.016694,-8.839393,1.991976
43435,5.200206,-5.152322,3.208230
43455,8.542512,-3.495534,2.719813
43475,8.370130,-3.495534,1.130063
43495,7.536947,-4.328717,0.268151
43515,7.977480,-3.859453,0.325611
43535,8.848969,-3.294421,1.503559
43555,8.073248,-3.562572,1.388637
43575,7.450756,-4.865018,1.484405
43595,7.469909,-4.979939,1.570596
43615,7.508216,-4.807557,1.503559
43635,7.584831,-4.510676,1.024718
43655,8.283937,-4.299986,0.545878
43681,9.078813,-4.127604,0.526724
43701,8.963891,-4.328717,0.526724
43721,8.446744,-4.826711,0.478840
43741,8.532935,-5.449203,0.469264
43761,8.494628,-5.918467,0.517148
43781,8.207323,-5.631162,1.101333
43801,8.169016,-5.544971,1.091756
43821,8.169016,-5.401319,1.647211
43841,8.034941,-5.726931,2.212242
43861,7.431602,-6.416461,2.068590
43881,7.833828,-8.513782,3.016694
43901,8.647857,-6.339846,3.342306
43921,7.862558,-6.253655,3.141193
43941,7.086837,-5.487510,3.572149
43961,7.881712,-3.620033,2.796427
43981,8.101978,-2.432509,1.580173
44001,9.921572,-2.777274,0.593762
44021,11.741165,-2.815581,-0.134075
44041,12.287044,-3.189077,0.277727
44061,11.300632,-4.070143,0.612916
44081,9.308656,-4.663905,1.551443
44101,8.820239,-4.721366,3.122039
44121,7.699753,-4.596867,4.587290
44141,6.397307,-4.683059,5.248090
44161,5.669470,-4.070143,4.491522
44181,6.588843,-3.648763,2.087744
44201,7.632715,-3.179500,0.957681
44221,7.105990,-3.763685,1.704672
44241,8.446744,-3.035848,3.227384
44261,7.460332,-3.227384,2.126051
44281,6.684611,-2.911349,1.474828
44301,6.234501,-3.485958,1.426944
44321,6.167464,-3.955221,2.193089
44341,6.454768,-4.003105,2.116474
44361,8.274361,-3.687071,3.514688
44381,7.872135,-4.654328,6.387730
44401,7.125144,-6.406884,5.908890
44421,6.856994,-5.975927,4.845864
44441,6.742072,-6.196194,5.439626
44461,5.726931,-7.900866,3.869030
44481,6.224925,-7.115568,5.056554
44501,6.885724,-5.755661,6.311116
44521,6.138733,-5.755661,6.627151
44541,9.203311,-11.233594,4.041412
44561,10.869676,-7.345411,3.055001
44581,13.570335,-0.430956,1.704672
44601,13.206416,3.438074,3.112462
44621,6.655881,-3.792415,1.589750
