timedelta_ms,Xacc,Yacc,Zacc
15197,8.590396,-5.257667,1.513135
15217,8.504205,-5.650316,1.589750
15237,8.216900,-6.138733,2.604892
15257,7.738060,-7.000646,3.074155
15277,7.192182,-8.101978,2.652776
15297,8.810662,-7.010222,2.863465
15317,8.848969,-5.736507,2.892196
15337,7.996634,-5.104438,3.160346
15357,8.034941,-3.572149,3.131616
15377,8.245630,-2.710236,1.656788
15397,9.864111,-3.658340,0.363919
15417,11.415554,-3.313575,0.440533
15437,11.865664,-3.830723,0.239420
15457,10.314221,-4.587290,0.852336
15477,8.628703,-5.612009,1.034295
15497,7.718906,-5.803545,1.532289
15517,7.977480,-5.267244,4.060566
15537,7.115568,-4.242526,5.535394
15557,7.067683,-3.409343,5.640739
15577,6.914454,-3.351882,2.384625
15597,0.928950,-5.410896,-0.287304
15617,3.428497,-2.068590,-4.156334
15637,6.636727,-2.719813,1.446098
15657,6.952762,-2.853889,1.991976
15677,6.780379,-3.122039,1.541866
15697,6.607996,-3.438074,1.637634
15717,6.856994,-3.696647,2.489970
15737,7.134721,-4.299986,3.629610
15757,16.136919,-5.458780,-1.924938
15777,6.742072,-6.004658,3.485958
15797,7.824251,-5.736507,7.929596
15817,6.675035,-6.560112,8.456321
15837,7.910442,-6.598420,7.153875
15857,6.818686,-7.441179,5.832275
15877,6.828263,-6.675035,5.822699
15897,5.420473,-6.416461,5.602432
15917,10.103531,-10.237606,2.509123
15937,10.764331,-5.209783,2.968810
15957,12.267890,0.622492,2.011129
15977,19.603724,-3.074155,1.771709
15997,7.211336,-3.801992,1.781286
16021,3.658340,-7.441179,0.775721
16041,-19.613300,-5.899313,-10.180145
16061,6.531382,-1.110910,1.742979
16081,8.868123,-0.699107,2.566584
16101,7.412448,-4.510676,3.208230
16121,2.930503,-8.111555,1.886631
16141,4.462792,-6.991069,0.823605
16161,7.594408,-4.079720,0.794875
16181,9.011775,-2.815581,1.139640
16201,7.364564,-4.453215,1.522712
16221,7.058106,-5.075707,1.608904
16241,6.732495,-5.152322,1.484405
16261,7.536947,-4.386178,1.886631
16281,7.709330,-3.964798,1.675941
16301,7.354988,-4.414908,1.120486
16321,7.699753,-4.453215,0.316035
16341,8.437167,-4.280833,-0.019154
16361,8.772355,-4.213795,0.181959
16381,8.877700,-3.964798,0.833182
16401,8.992621,-4.031836,0.842759
16421,9.193734,-4.194642,0.852336
16441,9.414001,-4.395754,0.545878
16461,9.500193,-5.046977,0.775721
16481,8.379706,-5.813122,1.532289
16501,6.885724,-6.272809,1.915361
16521,5.295974,-6.560112,2.365471
16541,6.646304,-6.282385,2.786851
16561,7.096414,-7.345411,1.197101
16581,10.208876,-7.891289,2.595315
16601,11.654974,-5.544971,3.667917
16621,10.697293,-3.208230,3.696647
16641,8.312668,-2.681506,3.313575
16661,7.680599,-2.585738,1.541866
16681,9.883265,-3.744531,-0.009577
16701,10.783484,-4.242526,0.000000
16721,10.793061,-4.319140,0.517148
16741,10.582372,-4.548983,1.446098
16761,8.858546,-5.372589,2.920926
16781,7.278373,-5.430049,4.414908
16801,7.019799,-4.558560,5.181053
16821,6.933608,-4.185065,3.275268
16841,6.904878,-3.840300,2.279280
16861,6.856994,-3.438074,0.928950
16881,6.378153,-3.677494,1.283292
16901,7.125144,-3.677494,2.327164
16921,7.163452,-3.064578,4.683059
16941,7.450756,-3.888184,2.959233
16961,6.684611,-4.137180,2.767697
16981,6.081272,-4.989516,2.633622
17001,6.378153,-4.673482,3.313575
17021,5.937620,-4.912902,3.505111
17041,6.713342,-4.548983,3.725378
17061,8.073248,-4.424485,4.443638
17081,8.580819,-4.817134,5.832275
17101,6.665458,-6.186617,3.773262
17121,7.613562,-5.851429,4.338294
17141,7.192182,-5.564125,4.941632
17161,7.134721,-5.602432,6.081272
17181,5.947197,-6.100426,5.583278
17201,6.914454,-7.489063,3.658340
17221,11.396400,-9.279925,2.786851
17241,11.827356,-0.612916,1.723825
17261,12.478580,0.478840,4.213795
17281,1.647211,-3.552995,1.168370
17301,5.027823,-7.134721,10.122684
17321,5.564125,-6.023811,0.670376
17341,5.621585,-3.945644,-0.354342
17361,10.017340,-1.264138,2.537854
17381,9.059659,-2.269703,2.748544
17401,4.443638,-4.491522,3.198653
17421,3.543418,-9.203311,0.794875
17441,5.755661,-6.196194,0.229843
17461,8.293514,-2.987964,1.340753
17481,9.806650,-1.857901,1.762132
17501,8.159439,-4.041412,1.407791
17527,7.546524,-4.501099,1.139640
17547,7.987057,-4.261679,1.388637
17567,7.766790,-4.098873,1.541866
17587,8.015787,-4.367024,0.976834
17607,8.073248,-4.338294,0.526724
17627,7.852982,-4.261679,0.478840
17647,7.910442,-4.137180,0.775721
17667,8.360553,-3.830723,1.168370
17687,8.714894,-3.543418,1.034295
17707,8.676587,-3.830723,0.373495
17727,8.580819,-4.137180,0.191536
17747,8.983045,-4.213795,0.220267
17767,9.375694,-4.491522,0.450110
17787,9.203311,-4.817134,0.976834
17807,9.232041,-5.334281,1.388637
17827,8.379706,-5.535394,1.896208
17847,7.259220,-5.698200,2.346318
17867,7.450756,-6.023811,2.135628
17887,8.063671,-6.052542,2.183512
17907,8.111555,-5.353435,2.059013
17927,7.910442,-6.224925,0.641646
17947,10.199299,-5.516241,1.790863
17967,9.576807,-3.256114,2.240973
17987,7.833828,-2.710236,2.566584
18007,7.565677,-3.821146,2.518700
18027,9.050082,-4.118027,1.781286
18047,9.988609,-4.223372,0.775721
18067,10.295067,-4.529830,0.699107
18087,10.438720,-4.702212,0.459687
18107,10.256760,-3.581726,0.814029
18127,9.289502,-3.610456,2.394202
18147,7.632715,-4.568137,3.533842
18167,6.081272,-5.928043,4.721366
18187,6.703765,-4.481946,4.558560
18207,8.446744,-3.323152,2.643199
18227,10.371682,-1.398214,4.568137
18247,10.237606,-3.035848,5.353435
18267,6.253655,-3.916914,2.221819
18287,6.847417,-4.089296,2.461239
18307,6.847417,-4.414908,2.537854
18327,6.359000,-5.181053,2.499547
18347,6.081272,-4.788404,2.796427
18367,6.416461,-4.711789,2.461239
18387,7.086837,-4.893748,3.217807
18407,7.268796,-4.855441,5.123591
18427,7.134721,-5.410896,6.703765
18447,6.722919,-5.592855,5.497087
18467,7.556100,-5.650316,4.778827
18487,7.316680,-6.311116,4.520253
18507,6.751649,-6.512228,4.989516
18527,5.602432,-7.134721,4.855441
18547,4.750096,-7.010222,3.256114
18567,6.387730,-5.535394,1.503559
18587,12.057199,-5.755661,2.585738
18607,16.175226,0.191536,1.838747
18627,13.742718,2.882619,-5.765238
18647,4.874595,-5.717354,1.398214
18667,6.272809,-7.335834,3.706224
18687,-5.161899,-5.401319,4.405331
18707,6.023811,-4.730943,0.153229
18727,7.556100,-3.926491,-1.158794
18747,6.722919,-4.702212,-0.459687
18767,7.067683,-6.722919,0.632069
18787,7.297527,-8.082825,2.442086
18807,7.125144,-5.525817,3.102885
18827,7.996634,-3.562572,3.332729
18847,8.724471,-4.003105,2.068590
18867,8.293514,-4.606444,1.235408
18887,7.718906,-4.797980,1.225831
18907,8.456321,-4.606444,1.082179
18927,8.140285,-4.826711,1.024718
18947,7.757214,-5.066131,1.359907
18967,7.412448,-5.363012,1.139640
18987,7.479486,-5.123591,1.177947
19007,7.843405,-4.625597,0.909797
19027,8.437167,-4.108450,0.517148
19047,8.542512,-4.481946,-0.028730
19067,8.619126,-4.539406,-0.565032
19087,9.002198,-4.817134,-0.268151
19107,9.931149,-4.338294,0.766145
19127,9.155427,-3.524265,1.972822
19147,9.021352,-2.394202,2.212242
19167,8.159439,-4.730943,1.340753
19187,7.661446,-5.161899,0.957681
19207,7.565677,-5.477933,0.833182
19227,7.316680,-5.774815,0.708684
19247,7.881712,-5.353435,1.206678
19267,7.805098,-5.066131,1.379060
19287,7.900866,-5.027823,1.742979
19307,7.987057,-5.889736,1.647211
19327,8.465898,-6.952762,1.426944
19347,8.571242,-6.473921,2.135628
19367,7.565677,-6.234501,2.614468
19387,6.962338,-5.908890,3.409343
19407,7.058106,-5.439626,3.543418
19427,8.475474,-5.142745,2.738967
19447,8.552089,-6.062119,0.995988
19467,9.327810,-6.636727,-0.861913
19487,11.195287,-6.301539,-0.804452
19507,11.750742,-5.506664,-0.909797
19527,9.730036,-5.056554,0.057461
19547,7.661446,-5.621585,0.517148
19571,6.493075,-5.573701,2.231396
19591,7.201759,-5.477933,1.637634
19611,6.378153,-6.301539,2.269703
19631,7.019799,-6.205771,2.595315
19651,8.188169,-5.343858,2.499547
19671,9.509769,-4.405331,3.198653
19691,9.050082,-4.750096,2.949656
19711,10.046070,-5.142745,1.283292
19731,8.255207,-4.357447,0.995988
19751,8.226477,-3.792415,1.292869
19771,7.584831,-3.830723,1.723825
19791,7.623138,-3.945644,2.394202
19811,8.063671,-3.658340,3.371036
19831,7.240066,-3.227384,3.198653
19851,6.339846,-3.361459,0.995988
19871,6.569689,-3.687071,-1.130063
19891,7.766790,-4.280833,0.928950
19911,8.322245,-4.979939,5.181053
19931,6.866570,-5.573701,5.267244
19951,6.483498,-5.257667,5.813122
19971,6.359000,-5.928043,5.085284
19991,5.573701,-6.722919,3.715801
20011,7.000646,-6.062119,4.673482
20031,7.268796,-5.516241,5.257667
20051,7.211336,-6.129156,3.821146
20071,11.674128,-9.222465,2.959233
20091,13.321339,-4.999093,2.662352
20111,14.834474,0.526724,2.135628
20131,8.743625,0.287304,2.279280
20151,5.707777,-5.363012,2.384625
20171,2.624045,-7.527370,0.316035
20191,8.801085,-8.762778,-1.513135
20211,11.731588,-4.606444,-0.392649
20231,10.601525,-2.710236,3.179500
20251,9.548077,-5.248090,1.790863
20271,6.090849,-7.441179,0.153229
20291,5.707777,-5.257667,-0.344765
20311,9.270349,-2.183512,1.225831
20331,8.992621,-2.384625,1.551443
20351,8.379706,-4.175488,0.833182
20371,7.623138,-4.683059,0.632069
20391,7.326257,-4.596867,0.632069
20411,7.412448,-4.443638,1.110910
20431,7.240066,-4.453215,1.139640
20451,7.872135,-4.462792,0.632069
20471,8.283937,-4.424485,0.392649
20491,8.427590,-4.223372,0.459687
20511,8.350976,-4.031836,0.440533
20531,8.609550,-3.945644,0.469264
20551,8.686164,-4.223372,0.574608
20571,8.350976,-4.424485,0.287304
20591,8.532935,-4.625597,-0.047884
20611,8.628703,-4.893748,0.019154
20631,8.408437,-5.382165,0.421380
20651,8.494628,-5.487510,0.890643
20671,8.178593,-5.669470,0.986411
20691,8.006210,-5.726931,1.340753
20711,7.651869,-5.995081,1.857901
20731,7.249643,-6.703765,2.068590
20751,8.226477,-7.450756,2.566584
20771,8.963891,-6.588843,3.007117
20791,9.404425,-5.602432,3.198653
20811,9.059659,-3.878607,2.403779
20831,8.772355,-2.537854,2.413355
20851,8.561666,-2.097321,1.800440
20871,8.916007,-2.193089,1.187524
20891,9.270349,-2.873042,-0.086191
20911,10.093954,-3.457227,0.536301
20931,11.482592,-4.050989,2.288857
20951,11.319786,-4.252102,3.055001
20971,9.911995,-4.079720,2.758120
20991,8.734048,-3.457227,2.614468
21011,7.527370,-3.409343,2.528277
21031,9.069236,-3.198653,5.717354
21051,5.755661,-4.089296,3.160346
21071,5.430049,-4.367024,3.648763
21094,5.784391,-3.782839,3.916914
21114,6.885724,-2.480393,2.930503
21134,6.435614,-2.126051,0.995988
21154,5.746084,-3.696647,0.248997
21174,6.952762,-4.137180,0.785298
21194,6.655881,-5.075707,1.331176
21214,6.943185,-5.295974,4.012682
21234,7.096414,-4.702212,7.987057
21254,8.925584,-3.821146,1.628057
21274,7.297527,-5.257667,7.134721
21294,6.981492,-6.186617,4.223372
21314,7.259220,-6.368577,3.754108
21334,8.552089,-5.975927,6.291962
21354,6.981492,-5.774815,7.086837
21374,5.267244,-5.851429,4.979939
21394,6.818686,-6.904878,1.570596
21414,9.356541,-6.473921,1.493982
21434,12.411542,-0.986411,-0.239420
21454,17.391481,3.811569,4.462792
21474,11.214440,-1.819593,5.133168
21494,-19.613300,-0.181959,12.488156
21514,17.745823,-4.606444,2.978387
21534,-6.540959,-2.595315,1.637634
21554,19.603724,0.076614,3.026271
21574,14.049175,-1.120486,2.212242
21594,9.222465,-5.181053,0.775721
21614,10.170568,-6.952762,-0.555455
21634,6.454768,-7.785944,-1.235408
21654,6.770802,-5.506664,5.171476
21674,5.477933,-4.386178,4.558560
21694,8.255207,-3.533842,2.796427
21714,9.318233,-3.131616,-0.823605
21734,9.528923,-3.725378,-1.312023
21754,8.169016,-4.462792,-0.411803
21774,7.939173,-4.548983,0.191536
21794,8.015787,-4.520253,0.469264
21814,7.671022,-4.625597,1.350330
21834,7.872135,-5.477933,2.078167
21854,2.576161,-5.353435,2.011129
21874,8.532935,-5.209783,1.810017
21894,0.909797,-3.629610,0.181959
21914,8.973468,-5.372589,0.019154
21934,8.638280,-5.707777,1.551443
21954,8.341399,-6.071695,2.719813
21974,8.149862,-6.157887,2.116474
21994,7.345411,-6.148310,1.302446
22026,6.761226,-8.456321,0.134075
22046,6.799533,-7.987057,2.662352
22066,8.647857,-7.651869,3.658340
22086,10.151415,-6.684611,3.629610
22106,9.730036,-4.788404,3.112462
22126,8.571242,-3.514688,2.499547
22146,8.054094,-2.039860,1.379060
22166,8.887277,-2.681506,-0.028730
22186,10.170568,-3.552995,0.028730
22206,8.762778,-3.974375,0.210690
22226,9.576807,0.268151,11.616667
22246,7.527370,-3.792415,3.658340
22266,9.404425,-5.181053,1.608904
22286,9.346964,-4.472369,3.275268
22306,7.977480,-5.487510,3.801992
22326,8.896853,-3.667917,4.031836
22346,5.861006,-3.141193,1.896208
22366,5.870583,-3.543418,1.608904
22386,5.832275,-3.543418,1.848324
22406,6.493075,-2.930503,2.422932
22426,6.598420,-2.422932,2.489970
22446,5.889736,-2.901772,2.308010
22466,5.363012,-4.118027,2.346318
22486,5.477933,-4.654328,2.853889
22506,6.933608,-5.228937,3.303998
22526,6.359000,-5.602432,3.371036
22546,8.676587,-5.621585,8.274361
22566,6.100426,-6.799533,9.481039
22586,6.799533,-5.975927,7.086837
22606,8.283937,-5.439626,4.424485
22626,8.552089,-5.295974,5.056554
22646,7.326257,-4.635174,6.991069
22666,5.372589,-5.152322,6.799533
22686,9.634268,-9.806650,3.428497
22706,12.315774,-5.861006,0.229843
22726,13.378799,1.321599,1.723825
22746,13.359646,1.599327,4.711789
22766,16.031574,-2.566584,9.682152
22786,3.447650,-7.920019,0.210690
22806,5.487510,-5.707777,-0.469264
22826,8.082825,-2.643199,-0.746991
22846,8.820239,-1.848324,1.541866
22866,8.686164,-3.055001,4.031836
22886,7.086837,-6.464345,1.905785
22906,5.420473,-6.550536,0.909797
22926,7.096414,-5.592855,0.833182
22946,8.034941,-4.443638,1.158794
22966,5.784391,-4.970363,1.283292
22986,7.498640,-4.204218,1.829170
23006,7.594408,-4.587290,0.593762
23026,8.034941,-4.654328,0.028730
23046,8.216900,-4.223372,0.794875
23066,7.661446,-4.175488,1.532289
23086,7.795521,-4.874595,0.823605
23106,7.910442,-4.041412,1.292869
23126,8.073248,-3.916914,0.967257
23146,7.987057,-3.897760,0.488417
23166,7.862558,-3.859453,0.593762
23186,8.034941,-4.041412,0.660800
23206,8.226477,-4.376601,0.325611
23226,8.638280,-4.769250,0.124498
23246,8.801085,-5.114015,0.248997
23266,8.820239,-5.449203,0.948104
23286,8.609550,-5.056554,0.890643
23306,8.485051,-5.525817,1.206678
23326,7.891289,-6.263232,2.164358
23346,7.517793,-6.722919,3.227384
23366,7.603985,-7.230489,2.758120
23386,7.565677,-7.508216,2.566584
23406,8.877700,-6.722919,3.476381
23426,8.973468,-6.387730,3.964798
23446,8.312668,-5.037400,4.299986
23466,7.967903,-3.428497,3.629610
23486,7.910442,-3.045424,1.407791
23506,9.892841,-4.165911,-0.957681
23530,13.005303,-3.591303,-0.354342
23550,11.473015,-4.826711,0.392649
23570,8.781932,-6.033388,1.082179
23590,7.920019,-6.416461,1.407791
23610,6.387730,-5.784391,3.658340
23630,6.435614,-5.497087,5.506664
23650,17.496826,-12.287044,-16.443377
23670,2.844312,-3.102885,4.185065
23690,6.234501,-3.581726,3.141193
23710,6.081272,-3.198653,1.388637
23730,7.536947,-2.825158,0.478840
23750,7.326257,-2.806004,0.478840
23770,7.182605,-3.026271,0.900220
23790,6.665458,-3.476381,1.407791
23810,6.809110,-3.208230,2.518700
23830,6.971915,-3.696647,3.677494
23850,6.742072,-4.912902,3.399766
23870,4.855441,-5.209783,2.298434
23890,8.389283,-5.841852,7.556100
23910,7.077260,-6.521805,8.015787
23930,6.991069,-6.224925,6.521805
23950,7.125144,-6.646304,5.497087
23970,6.138733,-7.115568,5.535394
23990,4.721366,-6.924031,4.932055
24010,8.408437,-10.850522,1.628057
24030,12.823344,-7.307104,2.882619
24050,15.658079,3.744531,3.026271
24070,12.555194,2.518700,4.050989
24100,1.235408,-7.757214,0.555455
24120,2.825158,-7.211336,0.124498
24140,5.928043,-4.462792,-0.651223
24160,10.007763,-0.718261,0.718261
24180,10.524911,-1.637634,2.528277
24200,7.536947,-6.502652,1.436521
24220,6.866570,-5.985504,1.177947
24240,3.869030,-7.805098,0.660800
24260,6.665458,-3.715801,1.838747
24280,8.590396,-2.250550,1.733402
24300,18.655621,-2.729390,5.679047
24320,7.852982,-4.261679,0.584185
24340,8.082825,-3.945644,1.350330
24360,7.718906,-4.261679,1.857901
24380,7.422025,-4.520253,1.781286
24400,7.067683,-4.443638,1.637634
24420,6.952762,-4.721366,1.455675
24440,7.249643,-4.893748,1.292869
24460,8.101978,-4.539406,1.120486
24480,9.021352,-4.232949,0.603339
24500,9.356541,-3.821146,0.545878
24520,9.165004,-4.060566,0.440533
24540,9.327810,-4.759673,0.440533
24560,9.021352,-5.688623,0.536301
24580,8.465898,-6.550536,1.580173
24600,7.211336,-7.029376,2.020706
24620,6.636727,-6.751649,3.198653
24640,7.010222,-6.952762,2.978387
24660,8.092402,-6.368577,3.514688
24680,7.718906,-6.943185,2.470816
24700,8.944737,-7.173028,3.409343
24720,8.044518,-5.793968,4.319140
24740,6.311116,-5.295974,4.663905
24760,6.282385,-3.581726,3.447650
24780,7.967903,-3.830723,1.063026
24800,11.386824,-5.027823,0.009577
24820,14.547170,-3.888184,0.268151
24840,14.719552,-4.194642,-0.268151
24860,10.582372,-4.644751,-0.306458
24880,8.322245,-4.491522,0.948104
24900,6.799533,-4.175488,2.547431
24920,6.550536,-3.964798,4.893748
24940,4.347870,-6.119579,5.746084
24960,19.603724,-9.605537,10.180145
24980,6.780379,-2.394202,4.491522
25000,7.393295,-2.537854,3.026271
25020,6.675035,-3.361459,1.503559
25040,6.866570,-3.773262,0.421380
25060,6.818686,-3.600879,-0.153229
25080,6.962338,-2.911349,0.622492
25100,6.952762,-2.911349,1.857901
25120,7.153875,-3.524265,2.652776
25140,7.259220,-4.692636,2.652776
25160,6.445191,-5.161899,2.537854
25180,7.479486,-4.280833,6.655881
25200,6.483498,-5.190629,6.349423
25220,7.709330,-5.094861,6.062119
25240,7.431602,-6.665458,4.261679
25260,7.460332,-7.891289,3.476381
25280,6.665458,-7.967903,4.443638
25300,6.665458,-7.546524,6.138733
25320,6.148310,-8.858546,6.110003
25340,12.095507,-13.014880,6.885724
25360,12.373235,-3.639187,3.964798
25380,12.239159,2.269703,1.493982
25400,8.695741,1.130063,-0.603339
25420,6.100426,-2.738967,-1.580173
25440,6.244078,-4.434062,-2.106898
25460,10.046070,-4.098873,0.392649
25480,11.578360,-2.748544,4.692636
25500,8.398860,-3.916914,3.169923
25520,4.797980,-7.307104,-0.861913
25540,3.878607,-8.398860,0.143652
25560,6.732495,-5.449203,2.815581
25580,9.030929,-2.566584,3.045424
25600,8.207323,-3.610456,0.229843
25628,7.680599,-4.635174,0.134075
25648,7.690176,-3.983952,0.383072
25668,8.360553,-3.763685,0.612916
25688,8.034941,-4.481946,1.130063
25708,7.019799,-5.535394,2.030283
25728,6.368577,-5.851429,2.413355
25748,6.330269,-5.439626,2.308010
25768,7.038953,-4.845864,1.771709
25788,7.977480,-4.606444,0.814029
25808,8.398860,-4.491522,-0.162806
25828,8.839393,-4.232949,-0.478840
25848,9.078813,-4.424485,0.134075
25868,9.337387,-4.673482,0.201113
25888,9.481039,-5.046977,0.526724
25908,9.509769,-5.688623,1.101333
25928,8.207323,-5.372589,0.191536
25948,7.671022,-6.244078,0.833182
25968,7.441179,-6.866570,2.403779
25988,6.962338,-6.856994,3.007117
26008,6.818686,-7.345411,2.068590
26028,8.686164,-8.236053,2.940080
26048,8.714894,-6.981492,3.916914
26068,7.900866,-5.573701,3.055001
26088,8.082825,-4.501099,2.710236
26108,8.485051,-3.265691,1.810017
26128,9.193734,-1.704672,1.082179
26148,10.122684,-1.800440,0.009577
26168,10.601525,-2.413355,0.038307
26188,10.266336,-4.204218,0.497994
26208,10.036493,-4.874595,1.781286
26228,9.088389,-5.305551,3.581726
26248,7.766790,-5.765238,4.539406
26268,6.799533,-5.161899,4.711789
26288,6.732495,-4.510676,4.280833
26308,6.809110,-3.600879,2.834735
26328,6.493075,-2.997540,2.135628
26348,5.956774,-2.815581,2.470816
26368,5.746084,-3.428497,2.078167
26388,5.937620,-3.485958,1.752556
26408,5.899313,-2.528277,1.599327
26428,6.694188,-2.652776,1.312023
26448,6.627151,-2.834735,1.982399
26468,6.722919,-3.399766,2.154782
26488,7.307104,-4.539406,1.934515
26508,7.728483,-5.497087,2.212242
26528,9.165004,-4.098873,8.379706
26554,6.301539,-6.320693,7.872135
26574,6.856994,-6.215348,6.703765
26594,6.071695,-7.383718,5.870583
26614,6.138733,-8.063671,6.378153
26634,6.847417,-7.268796,7.096414
26654,6.406884,-6.244078,5.966351
26674,8.446744,-6.837840,3.093309
26694,11.597513,-5.133168,1.810017
26714,15.715540,1.139640,2.355895
26734,14.575900,2.537854,2.240973
26754,8.494628,-4.280833,0.497994
26774,2.039860,-10.113108,1.264138
26794,11.846510,-3.342306,2.116474
26814,8.781932,-3.888184,0.967257
26834,13.168109,0.421380,1.446098
26854,10.687716,-1.149217,1.656788
26874,7.718906,-5.228937,1.493982
26894,6.397307,-7.173028,0.871489
26914,1.695095,-5.114015,-0.220267
26934,6.349423,-5.822699,1.647211
26954,8.006210,-3.313575,2.777274
26974,7.431602,-3.964798,1.599327
26994,7.987057,-4.252102,-0.076614
27014,8.140285,-4.012682,0.095768
27034,8.226477,-3.811569,0.861913
27054,8.006210,-4.242526,1.350330
27074,8.015787,-4.491522,1.570596
27094,8.121132,-4.778827,1.503559
27114,7.766790,-4.616021,1.704672
27134,7.335834,-4.663905,1.359907
27154,7.307104,-4.175488,1.685518
27174,7.249643,-4.108450,1.359907
27194,7.105990,-4.232949,0.919373
27214,7.173028,-5.094861,0.450110
27234,7.843405,-5.372589,0.651223
27254,8.446744,-5.209783,0.967257
27274,9.002198,-4.922479,1.072602
27294,9.212888,-4.702212,0.660800
27314,9.165004,-4.759673,0.584185
27334,8.925584,-5.516241,1.063026
27354,8.169016,-5.363012,1.168370
27374,6.885724,-6.722919,2.116474
27394,6.742072,-7.757214,2.815581
27414,8.609550,-8.121132,3.706224
27434,8.580819,-7.000646,3.897760
27454,8.475474,-6.473921,3.284845
27474,8.667010,-4.865018,3.830723
27494,8.657434,-3.562572,3.428497
27514,8.408437,-3.466804,1.819593
27534,8.044518,-3.591303,-0.086191
27554,8.906430,-4.529830,-0.689530
27574,10.189722,-4.999093,0.335188
27594,10.477027,-5.190629,1.848324
27614,9.107543,-6.291962,2.355895
27634,6.473921,-6.473921,2.815581
27654,5.458780,-5.966351,2.786851
27674,5.966351,-5.736507,3.045424
27694,6.598420,-5.554548,2.135628
27714,7.000646,-4.874595,2.537854
27734,6.866570,-4.826711,2.968810
27754,7.201759,-4.443638,3.409343
27774,6.473921,-4.414908,5.506664
27794,7.297527,-5.267244,2.202666
27814,6.971915,-4.826711,1.446098
27834,7.010222,-3.964798,0.823605
27854,7.747637,-3.303998,1.350330
27874,7.872135,-3.552995,2.260126
27894,7.766790,-3.351882,2.978387
27914,7.603985,-3.045424,3.198653
27934,7.651869,-3.801992,2.978387
27954,7.259220,-5.094861,3.485958
27974,7.345411,-5.554548,6.311116
27994,7.402872,-7.632715,8.552089
28020,5.956774,-7.374141,5.966351
28040,7.086837,-6.876147,6.014235
28060,7.038953,-7.929596,6.598420
28080,3.562572,-9.414001,3.773262
28100,8.475474,-10.831368,2.853889
28120,13.168109,1.436521,2.691083
28140,7.709330,-0.134075,3.131616
28160,8.322245,-4.472369,3.217807
28180,8.054094,-4.836287,4.386178
28200,9.251195,-3.466804,3.035848
28220,8.350976,-4.510676,-0.976834
28240,8.236053,-3.007117,-0.689530
28260,7.575254,-3.562572,0.172383
28280,5.822699,-7.651869,2.432509
28300,5.592855,-7.862558,3.773262
28320,7.402872,-5.037400,2.585738
28340,9.155427,-2.250550,1.101333
28360,8.762778,-2.873042,1.130063
28380,8.398860,-4.185065,1.589750
28400,7.661446,-5.420473,2.403779
28420,6.971915,-5.458780,2.671929
28440,7.326257,-5.114015,2.738967
28460,7.757214,-4.309563,2.777274
28480,7.852982,-4.299986,2.250550
28500,7.536947,-4.568137,1.436521
28520,7.977480,-4.750096,1.024718
28540,8.178593,-4.548983,0.478840
28560,8.274361,-4.050989,0.785298
28580,8.475474,-4.175488,0.852336
28600,8.322245,-4.060566,0.967257
28620,8.216900,-4.242526,0.861913
28640,8.226477,-4.299986,1.177947
28660,7.987057,-4.290410,1.656788
28680,7.699753,-3.993528,2.231396
28700,8.303091,-3.792415,1.934515
28720,8.868123,-3.907337,0.909797
28740,8.552089,-4.338294,0.124498
28760,8.331821,-4.185065,0.335188
28780,8.408437,-3.926491,1.005565
28800,8.465898,-4.558560,1.283292
28820,7.920019,-4.778827,1.235408
28840,7.833828,-4.673482,1.273715
28860,8.082825,-4.673482,1.225831
28880,8.513782,-5.018247,1.072602
28900,7.987057,-5.612009,1.244985
28920,8.293514,-7.163452,1.877054
28940,10.084377,-8.063671,3.888184
28960,9.567230,-6.914454,5.631162
28980,7.364564,-7.335834,4.357447
29000,7.575254,-5.832275,3.581726
29020,8.580819,-4.443638,2.978387
29040,9.126697,-3.371036,2.078167
29060,9.270349,-3.265691,0.660800
29080,9.921572,-4.960786,-3.122039
29100,11.051635,-3.725378,-1.484405
29120,11.789049,-4.070143,1.522712
29140,10.141838,-4.836287,3.620033
29160,7.699753,-5.171476,4.079720
29180,6.722919,-5.315128,3.016694
29200,7.326257,-5.612009,2.518700
29220,7.489063,-4.644751,2.451663
29240,7.144298,-4.434062,1.896208
29260,6.751649,-4.730943,2.308010
29280,7.278373,-4.194642,2.652776
29300,6.560112,-4.501099,2.317587
29320,7.010222,-4.232949,3.351882
29340,6.454768,-4.826711,2.853889
29360,6.186617,-4.826711,2.451663
29380,6.952762,-4.022259,2.691083
29400,6.895301,-3.457227,3.035848
29420,6.809110,-3.418920,3.371036
29440,6.933608,-3.514688,3.734955
29460,6.866570,-3.792415,3.572149
29480,7.019799,-4.098873,3.591303
29500,7.709330,-4.367024,3.897760
29520,7.776367,-4.376601,3.945644
29540,7.489063,-4.328717,4.261679
29560,7.086837,-4.568137,3.715801
29580,7.297527,-4.577713,4.434062
29600,7.010222,-5.075707,7.115568
29620,4.999093,-6.033388,6.885724
29640,4.817134,-6.943185,5.918467
29660,5.870583,-6.971915,6.617573
29680,5.161899,-7.632715,6.282385
29700,8.293514,-10.103531,3.916914
29720,14.279019,-7.757214,2.997540
29740,17.065870,3.256114,3.658340
29760,12.670115,1.714248,4.118027
29780,6.579266,-4.654328,1.312023
29800,3.131616,-7.489063,-0.469264
29820,4.098873,-5.276821,0.153229
29840,8.523358,-1.857901,3.198653
29860,9.586384,-1.455675,1.570596
29880,8.686164,-3.639187,1.972822
29900,5.966351,-7.852982,2.624045
